,img_id,title,img_url,description,sex,material,price,brand,colour,Description
633,633,WOMEN AIRism Pettipants,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_432465.jpg,protects your clothes from sweat airism technology keeps you fresh at all times added comfort features such as dry technology cool touch moisture wicking odor controlling and deodorizing functions stretch fabric is smooth and comfortable strengthened elastic waistband can be worn under skirts and pants culottes prevent clothes from sticking to your legs by absorbing sweat excellent stretch for easy movement also great as an airism innerwear keeps you comfortable blocks sweat and oil from staining your clothes lots of added features keep you dry and comfortable even when worn under thin garments it stays hidden for a sleek look,WOMEN,"66% Nylon, 24% Cupro, 10% Spandex",14.9,UNIQLO,Color: COL09 BLACK,protects your clothes from sweat airism technology keeps you fresh at all times added comfort features such as dry technology cool touch moisture wicking odor controlling and deodorizing functions stretch fabric is smooth and comfortable strengthened elastic waistband can be worn under skirts and pants culottes prevent clothes from sticking to your legs by absorbing sweat excellent stretch for easy movement also great as an airism innerwear keeps you comfortable blocks sweat and oil from staining your clothes lots of added features keep you dry and comfortable even when worn under thin garments it stays hidden for a sleek look
635,635,WOMEN AIRism Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_433003.jpg,the loose cut and cool touch keeps you refreshed and relaxed made of smooth airism fabric with dry technology with cool touch airism fabric is refreshing and cool to the touch and provides a soft drape like effect a loose semi wide cut that is airy and refreshing a more comfortable fit is achieved by narrowing the elastic at the waist and shortening the inseam slightly,WOMEN,"91% Polyester, 9% Spandex",19.9,UNIQLO,Color: COL09 BLACK,the loose cut and cool touch keeps you refreshed and relaxed made of smooth airism fabric with dry technology with cool touch airism fabric is refreshing and cool to the touch and provides a soft drape like effect a loose semi wide cut that is airy and refreshing a more comfortable fit is achieved by narrowing the elastic at the waist and shortening the inseam slightly
636,636,WOMEN Relaco Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/01_435534.jpg,the smooth touch is cool and relaxing sleek lightweight and short rayon designed with an inseam that fits anyone features large flower pattern with a scandinavian motif and a fresh impression,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL01 OFF WHITE,the smooth touch is cool and relaxing sleek lightweight and short rayon designed with an inseam that fits anyone features large flower pattern with a scandinavian motif and a fresh impression
637,637,WOMEN AIRism Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/62_428456.jpg,made of airism so that it is lighter and cooler keeps you feeling dry even after you sweat for lasting comfort added comfort features such as dry technology and cool touch feels very smooth and comfortable against your skin made out of jersey material with airism functions added giving this pair an even cooler feel,WOMEN,"95% Polyester, 5% Spandex",19.9,UNIQLO,Color: COL62 Blue,made of airism so that it is lighter and cooler keeps you feeling dry even after you sweat for lasting comfort added comfort features such as dry technology and cool touch feels very smooth and comfortable against your skin made out of jersey material with airism functions added giving this pair an even cooler feel
638,638,WOMEN Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/01_433002.jpg,the smooth touch is cool and relaxing provides a semi wide fit that is easy to walk in rayon features large flower pattern with a scandinavian motif and a fresh impression features a semi wide fit that is easy to move around in and creates a charming draped look in response to customer feedback we ve made updates for a slightly slimmer fit now allowing you to move your legs more easily,WOMEN,100% Rayon,19.9,UNIQLO,Color: COL01 OFF WHITE,the smooth touch is cool and relaxing provides a semi wide fit that is easy to walk in rayon features large flower pattern with a scandinavian motif and a fresh impression features a semi wide fit that is easy to move around in and creates a charming draped look in response to customer feedback we ve made updates for a slightly slimmer fit now allowing you to move your legs more easily
639,639,WOMEN Seersucker Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/69_434531.jpg,comfortable seesucker type with a light touch great for relaxing or wearing around the neighborhood rayon made with seersucker fabric that is soft has a good texture and won t irritate your skin a natural color that looks great with the cotton fabric,WOMEN,100% Cotton,19.9,UNIQLO,Colour:COL69 NAVY,comfortable seesucker type with a light touch great for relaxing or wearing around the neighborhood rayon made with seersucker fabric that is soft has a good texture and won t irritate your skin a natural color that looks great with the cotton fabric
640,640,WOMEN Seersucker Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/07_436023.jpg,comfortable seesucker type with a light touch great for relaxing or wearing around the neighborhood cotton made with seersucker fabric that is soft has a good texture and won t irritate your skin natural striped pattern that goes well with the cotton fabric,WOMEN,100% Cotton,19.9,UNIQLO,Colour:COL07 GRAY,comfortable seesucker type with a light touch great for relaxing or wearing around the neighborhood cotton made with seersucker fabric that is soft has a good texture and won t irritate your skin natural striped pattern that goes well with the cotton fabric
641,641,WOMEN Cotton Relaco 3/4 Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/08_434530.jpg,you will love the light feel of the cotton fabric sleek and breezy so they are perfect for relaxing cotton printed with a charming floral pattern,WOMEN,100% Cotton,19.9,UNIQLO,Color: COL08 DARK GRAY,you will love the light feel of the cotton fabric sleek and breezy so they are perfect for relaxing cotton printed with a charming floral pattern
642,642,WOMEN Cotton Linen Relax Shorts,https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/23_437126.jpg,comfy shorts in a cool fabric and a breezy length perfect for wearing out and about cotton linen blend the breathable and non clingy fabric is perfect for warm days thick enough to wear out and about relaxed design with a single front tuck elastic waistband with a matching drawstring slightly shorter inseam,WOMEN,"76% Cotton, 24% Linen",19.9,UNIQLO,Colour:COL06 GRAY,comfy shorts in a cool fabric and a breezy length perfect for wearing out and about cotton linen blend the breathable and non clingy fabric is perfect for warm days thick enough to wear out and about relaxed design with a single front tuck elastic waistband with a matching drawstring slightly shorter inseam
643,643,WOMEN Ultra Stretch Pants (Straight),https://d15udtvdbbfasl.cloudfront.net/catalog/product/large_image/09_428658.jpg,designed to stretch in all directions and with the finer details in mind to make every movement around the house comfortable uses ultra stretch fabric that stretches in all directions these pants can be worn at home but also while running errands in your neighborhood,WOMEN,"Body: 95% Cotton, 5% Spandex/ Rib: 96% Cotton, 4% Spandex",14.9,UNIQLO,Colour:COL09 BLACK,designed to stretch in all directions and with the finer details in mind to make every movement around the house comfortable uses ultra stretch fabric that stretches in all directions these pants can be worn at home but also while running errands in your neighborhood
